"order_id","order_estimated_delivery_date","order_delivered_customer_date","days_late"
"61fcbde43b57103de5c19b26489b46f6","2018-06-08 00:00:00","2018-06-23 14:28:34",15
"06bad3a130e91f7b26791dba22abc0f5","2018-03-07 00:00:00","2018-03-26 17:49:03",19
"27a70a8fdf1c9edcfa01d463b45a5b03","2018-08-13 00:00:00","2018-08-24 17:03:18",11
"bb3728fa34a2d05bb2bd04df7dad8418","2017-12-14 00:00:00","2017-12-28 18:48:00",14
"5c468b18e44fe58da9d5584b05fd988f","2017-11-27 00:00:00","2017-11-28 20:43:14",1
"f9ada76953fa490d8a254d2e28f353ac","2018-04-12 00:00:00","2018-05-07 20:48:54",25
"b48b2c58981c8d7d31ec325569338e78","2018-06-08 00:00:00","2018-06-13 15:28:47",5
"c1242e3f591a1f8ab11d51f2aedb1bb0","2018-02-06 00:00:00","2018-02-20 17:58:58",14
"7954e34924fab98d2e26924451086ad6","2018-03-23 00:00:00","2018-03-26 15:16:43",3
"a56c56edb4506114d21cb22affa258f9","2017-10-06 00:00:00","2017-10-07 14:03:40",1
"975f731e0b62d3884197075bbf60685a","2018-02-02 00:00:00","2018-02-05 14:06:49",3
"10fda92f9390e0b13e41ce5ce692a2cc","2017-11-09 00:00:00","2017-11-14 00:38:16",5
"bd80efb9eb7bbd9c465bd5205d6a43b8","2017-05-03 00:00:00","2017-05-16 15:22:18",13
"822f778d1cd09285df832ee2cf65b83c","2017-12-19 00:00:00","2017-12-29 20:38:50",10
"039ec885e36627ae6353cfd42a41c5da","2018-03-19 00:00:00","2018-05-03 22:13:30",45
"65475724044e5b94d968124fa141af0c","2018-03-05 00:00:00","2018-03-17 14:59:17",12
"cb50f73cef605fc87294854be93d6636","2017-10-17 00:00:00","2017-10-25 15:52:33",8
"c505a1999c5ad6aacc8339242d824073","2017-04-18 00:00:00","2017-04-21 10:08:23",3
"e7a5701bb4e7ef276c46b8bc82100d14","2018-04-03 00:00:00","2018-04-04 00:06:19",1
"3614e1d9603e0068d80dcf12c407795f","2018-03-06 00:00:00","2018-03-16 13:07:29",10
